username,total,easy,medium,hard,rating,C++,Java,Python,Python3,C,C#,JavaScript,TypeScript,PHP,Swift,Kotlin,Dart,Go,Ruby,Scala,Rust,Racket,Erlang,Elixir,MySQL,MS SQL Server,Oracle,Pandas,PostgreSQL,ranking,Array,String,Hash Table,Math,Dynamic Programming,Sorting,Greedy,Depth-First Search,Binary Search,Database,Breadth-First Search,Tree,Matrix,Two Pointers,Bit Manipulation,Binary Tree,Heap (Priority Queue),Stack,Prefix Sum,Simulation,Graph,Design,Counting,Sliding Window,Backtracking,Union Find,Enumeration,Linked List,Ordered Set,Monotonic Stack,Trie,Number Theory,Divide and Conquer,Recursion,Bitmask,Queue,Binary Search Tree,Segment Tree,Memoization,Hash Function,Geometry,Binary Indexed Tree,Topological Sort,String Matching,Combinatorics,Rolling Hash,Shortest Path,Game Theory,Data Stream,Interactive,Brainteaser,Monotonic Queue,Randomized,Merge Sort,Iterator,Concurrency,Doubly-Linked List,Probability and Statistics,Quickselect,Bucket Sort,Suffix Array,Minimum Spanning Tree,Counting Sort,Shell,Line Sweep,Reservoir Sampling,Strongly Connected Component,Eulerian Circuit,Radix Sort,Rejection Sampling,Biconnected Component,contestAttended,streak,totalActiveDays,contest_LastYear,contest_6months,contest_1month,last1monthActiveDays,last6monthActiveDays,OurRating
bhagatnikhilesh,59,34,25,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,14,10,8,6,5,3,5,0,2,3,2,12,5,3,0,5,0,2,1,3,0,2,0,0,0,2,0,3,1,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Lovelesh26,803,266,445,92,1693.286,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,5,0,0,66046,455,169,169,112,119,122,106,91,83,30,71,85,57,75,46,76,0,49,0,34,25,33,0,31,30,21,13,32,14,16,15,0,21,16,2,11,0,10,0,0,0,7,2,0,0,3,2,1,5,0,4,3,2,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,17,6,35,0,0,0,0,1,73
cosmic_boy0111,502,156,311,35,0,490,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,74,78,56,70,64,32,118,50,0,84,114,41,43,18,101,0,42,0,24,37,23,0,13,26,16,2,41,1,12,5,0,21,22,2,8,0,0,0,0,0,0,6,0,0,1,5,2,5,0,0,1,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,47
Rishav_Raj_Bhagat,511,295,188,28,1294.012,0,507,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,503565,301,82,99,121,62,99,42,33,43,1,21,37,34,58,37,36,0,26,0,34,6,11,0,15,9,3,7,31,3,6,2,0,11,14,1,7,0,0,0,0,0,0,1,0,0,0,2,5,0,0,5,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,112,259,4,1,0,29,161,62
amanbhagat77,107,44,55,8,1392.182,17,92,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447220,56,25,16,18,22,16,9,10,8,0,9,14,8,10,4,14,0,3,0,4,0,3,0,2,9,0,1,6,0,0,4,0,4,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,7,0,0,0,0,6,31
sharmaharisam,181,37,86,58,2309.53183138294,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3132,118,33,39,19,51,35,34,11,24,0,7,6,7,12,8,6,0,6,0,7,9,8,0,10,5,3,4,6,6,4,2,0,3,2,2,5,0,4,0,0,0,2,0,0,0,1,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,10,23,6,3,1,17,20,56
sharma,132,69,58,5,0,14,67,38,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,28,22,21,22,12,5,20,15,1,12,23,9,22,11,23,0,7,0,4,1,3,0,1,5,2,0,10,1,1,1,0,8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
_anusharma,1711,242,1035,434,2147.26,0,1703,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,6880,1022,394,352,238,364,244,227,215,185,8,176,162,142,126,123,130,0,110,0,74,105,74,0,89,74,66,34,55,38,46,37,0,28,31,28,34,0,26,0,0,0,22,26,0,0,13,18,18,15,0,10,12,6,0,3,0,0,0,5,0,3,0,0,0,2,0,0,0,0,0,0,43,8,105,7,0,0,7,41,91
reetisharma,527,153,301,73,1543.523,525,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,161171,270,129,106,58,103,71,61,92,42,1,67,72,51,60,34,67,0,37,0,20,29,16,0,15,25,21,2,30,3,14,8,0,13,18,4,4,0,4,0,0,0,3,9,0,0,4,5,4,3,0,3,3,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,10,6,27,0,0,0,0,10,68
shubhshrma,465,126,283,56,1844.826,440,44,0,0,0,0,36,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30024,245,116,90,62,69,54,51,62,36,0,45,60,33,47,19,56,0,42,0,27,15,24,0,14,20,10,9,31,4,13,8,0,15,15,1,9,0,1,0,0,0,2,3,0,0,1,3,4,6,0,0,2,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,4,19,0,0,0,8,19,62
archygupta,600,228,320,52,1381.482,2,593,0,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,457288,295,153,136,83,72,74,46,91,50,1,64,78,44,65,38,71,0,44,0,25,21,34,0,20,27,15,10,35,10,11,14,0,17,18,1,10,0,7,0,0,0,4,4,0,0,4,2,0,9,0,1,2,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,0,0,0,10,11,55
ayush_gupta4,1910,681,1028,201,1787.057,1840,19,2,12,0,0,16,0,0,0,0,0,17,0,0,0,0,0,0,50,0,0,0,0,40090,1047,476,395,326,287,274,232,175,153,50,140,141,131,145,122,123,0,98,0,119,67,64,0,79,74,42,42,60,22,33,29,0,33,32,13,26,0,13,0,0,0,11,17,0,0,9,9,13,14,0,13,8,7,0,4,0,0,0,6,0,2,0,0,0,2,0,0,0,0,0,0,166,367,367,9,0,0,30,180,96
guptasuditya,518,181,300,37,1488.082,472,2,0,20,0,0,43,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,237078,244,107,92,54,92,58,45,100,41,10,65,91,33,52,33,82,0,29,0,17,19,11,0,20,31,12,4,30,3,4,6,0,18,17,3,7,0,1,0,0,0,0,5,0,0,0,1,2,2,0,1,3,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,22,118,0,0,0,25,51,67
vrindagupta,555,173,287,95,1456.971,1,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299824,283,132,115,74,101,71,42,76,48,0,63,59,50,60,43,54,0,32,0,24,28,26,0,17,38,13,4,34,8,7,11,0,18,18,3,12,0,7,0,0,0,6,8,0,0,3,4,3,3,0,3,4,4,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,4,13,73,0,0,0,0,58,66
shiwang7308,783,360,389,34,1834.502,770,4,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31550,439,193,193,127,87,128,97,67,54,1,53,68,55,82,48,64,0,34,0,54,19,17,0,34,20,13,22,32,5,12,6,0,13,12,1,6,0,4,0,0,0,3,0,0,0,3,1,3,4,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,95,32,187,32,13,0,4,118,90
milind0110,418,127,232,59,2697.04881463721,414,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,258,108,80,71,91,67,65,27,37,0,22,24,30,29,32,14,0,16,0,27,10,7,0,27,11,4,19,5,2,7,3,0,8,8,3,5,0,2,0,0,0,4,3,0,0,1,3,3,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,65,3,42,29,13,1,1,20,79
Aayush65,1428,359,847,222,2231.5170996794,15,1,6,1369,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4561,804,322,297,227,245,220,178,154,121,16,127,131,111,103,83,114,0,68,0,82,67,55,0,55,47,43,31,58,16,21,28,0,26,26,11,14,0,12,0,0,0,9,11,0,0,8,12,10,7,0,7,5,7,0,3,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,93,309,365,59,32,6,29,178,93
vivekgup,751,188,469,94,1940.51868552807,574,0,6,305,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18296,413,178,164,114,116,105,74,103,62,1,75,99,71,72,49,91,0,45,0,47,22,37,0,26,29,19,11,42,12,13,13,0,25,16,4,12,0,7,0,0,0,8,4,0,0,8,3,5,5,0,1,4,7,0,4,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,36,34,115,11,11,4,29,115,80
PrinceSingh1,1130,424,558,148,1464.253,93,100,403,854,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,283460,623,248,234,207,179,172,120,126,95,1,99,111,82,96,70,97,0,64,0,70,46,43,0,45,36,30,22,46,15,19,14,0,24,24,6,18,0,7,0,0,0,6,10,0,0,3,5,8,7,0,8,6,4,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,16,366,366,0,0,0,29,179,84
SanketSingh,1137,390,631,116,0,526,998,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,564,274,228,179,177,137,88,160,89,58,109,146,82,105,66,132,0,71,0,42,39,61,0,40,52,19,8,51,11,25,21,0,24,29,11,21,0,5,0,0,0,6,10,0,0,7,7,8,10,0,5,5,8,0,8,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,4,13,0,0,0,0,10,48
singhom,904,223,523,158,1917.777,904,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20563,498,203,173,136,208,118,116,133,92,0,87,140,69,78,57,127,0,52,0,34,11,34,0,43,36,17,18,33,12,23,9,0,27,16,11,12,0,7,0,0,0,7,4,0,0,5,1,7,5,0,6,5,5,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,37,28,162,8,3,0,5,59,82
singh-alok,478,115,312,51,1526.459,0,474,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,180361,243,108,92,55,68,61,31,109,45,4,79,78,51,58,15,71,0,43,0,14,27,24,0,13,25,22,1,32,4,15,13,0,16,17,2,4,0,4,0,0,0,1,6,0,0,0,3,0,6,0,0,1,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,41
ashk43712,1583,425,941,217,2031.48,1279,741,8,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11734,854,410,348,255,248,214,156,221,137,4,167,174,133,129,86,150,0,101,0,72,75,95,0,62,74,47,17,61,27,35,29,0,32,34,11,27,0,14,0,0,0,11,18,0,0,9,10,14,16,0,6,7,11,0,9,0,0,0,6,0,2,0,0,0,3,0,0,0,0,0,0,63,1,1,0,0,0,0,0,69
pranjalpratapsingh1,555,290,234,31,0,515,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,14,0,0,279,120,105,76,59,83,49,56,49,14,46,49,40,74,30,46,0,32,0,27,16,20,0,20,19,12,5,23,2,9,2,0,9,14,1,8,0,1,0,0,0,1,1,0,0,1,4,6,6,0,3,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110,199,0,0,0,29,117,58
singhgrm,985,363,518,104,1479.762,982,20,1,31,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252054,542,247,213,140,147,152,112,118,80,0,96,96,77,100,55,84,0,56,0,62,40,32,0,34,35,27,18,43,11,18,14,0,22,19,4,13,0,8,0,0,0,7,9,0,0,2,4,3,5,0,5,4,3,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,99,123,236,4,1,0,10,77,88
tarushi0503,213,65,121,27,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,52,33,32,41,25,20,28,20,0,20,24,17,35,9,22,0,25,0,10,7,5,0,6,12,2,0,19,4,7,2,0,5,8,0,3,0,1,0,0,0,0,4,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,2,32
the_coder_8297,865,264,472,129,2166.66698496081,843,11,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6286,499,173,181,115,156,121,94,99,71,13,83,84,70,67,56,74,0,51,0,46,47,26,0,45,26,31,26,36,11,18,14,0,19,16,7,9,0,5,0,0,0,4,10,0,0,9,14,5,4,0,5,4,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,75,42,322,54,24,2,26,160,89
Pooja0406,911,277,545,89,1455.913,842,428,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,302266,471,232,209,156,138,115,72,134,77,2,99,110,72,90,58,99,0,68,0,34,28,53,0,35,44,19,6,46,15,18,20,0,24,25,5,18,0,9,0,0,0,6,7,0,0,3,5,8,10,0,5,3,8,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,27,12,79,0,0,0,0,6,73
singh_anupama,842,256,458,128,1415.643,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,396558,437,201,166,112,156,117,78,130,77,3,100,105,66,84,51,92,0,55,0,38,41,38,0,33,37,30,6,48,11,18,17,0,23,20,7,13,0,8,0,0,0,7,11,0,0,4,4,7,7,0,3,4,3,0,3,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,1,30,118,0,0,0,0,0,54
realyogendra,1413,403,737,273,2179.287,1386,43,2,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5936,800,349,283,200,277,187,167,169,126,2,140,119,111,104,98,96,0,80,0,77,77,59,0,49,49,40,33,49,30,35,21,0,27,24,23,18,0,20,0,0,0,15,19,0,0,11,13,10,10,0,4,7,5,0,2,0,0,0,6,0,3,0,0,0,2,0,0,0,0,0,0,99,4,31,1,0,0,0,13,77
kaptan01,928,274,509,145,1844.166,891,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,30115,500,193,168,127,196,130,123,105,96,24,92,86,69,80,60,73,0,51,0,43,43,32,0,38,37,27,17,35,12,14,11,0,18,21,10,15,0,10,0,0,0,7,10,0,0,5,7,6,4,0,8,5,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,41,176,15,1,0,3,20,82
JaskaranS19,1573,283,1028,262,2052.6,1551,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10597,940,325,340,224,307,246,234,192,180,10,160,148,126,125,107,122,0,93,0,66,88,44,0,83,61,60,19,47,24,40,15,0,27,25,20,25,0,15,0,0,0,16,19,0,0,10,14,10,6,0,8,9,3,0,2,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,32,188,364,5,0,0,29,177,91
inquisitive_01,459,287,154,18,1428.095,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,368383,219,112,90,50,30,61,20,45,34,33,28,56,18,55,27,56,0,30,0,31,2,9,0,11,18,2,4,28,3,9,1,0,12,17,0,3,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,38
naviroyal909098,436,186,232,18,1498.982,355,35,0,2,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,218821,199,74,68,52,61,46,25,61,33,6,40,63,27,52,18,60,0,33,0,19,8,14,0,12,14,5,1,36,2,6,3,0,18,12,1,7,0,1,0,0,0,1,1,0,0,0,0,3,3,0,2,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,34,120,0,0,0,0,30,63
shivansh961,1139,348,647,144,1773.582,1106,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,42897,613,230,232,173,186,161,136,151,126,33,115,136,88,95,65,120,0,70,0,55,57,47,0,42,35,35,24,54,20,26,17,0,25,21,5,16,0,11,0,0,0,10,12,0,0,5,9,8,6,0,10,5,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,81,74,128,20,3,0,0,16,84
rsingh88,930,299,560,71,1676.949,885,42,8,4,5,1,23,0,0,0,3,0,0,0,0,0,0,0,0,30,1,0,0,0,72378,488,209,210,114,139,129,83,148,79,31,101,123,65,86,52,110,0,69,0,36,32,54,0,43,37,24,8,42,7,26,17,0,20,18,3,17,0,4,0,0,0,6,7,0,0,6,5,4,13,0,3,4,7,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,18,9,19,0,0,0,0,0,68
rutkarbhat05,1103,349,635,119,1878.012,1097,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25275,645,235,228,161,187,180,149,130,93,2,99,112,79,98,70,99,0,55,0,71,54,34,0,49,44,31,28,41,10,17,9,0,23,19,6,13,0,5,0,0,0,3,12,0,0,4,5,8,5,0,5,6,2,0,2,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,57,91,278,30,6,0,1,97,89
ask2pranam,363,88,221,54,1458.567,22,7,0,0,0,2,335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,296106,181,79,65,47,85,33,20,49,31,1,42,42,34,44,18,41,0,21,0,11,18,13,0,12,24,10,3,31,3,4,8,0,19,16,2,7,0,3,0,0,0,4,3,0,0,3,2,0,1,0,1,4,4,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,3,38,0,0,0,2,17,52
Narayanbhat166,435,146,249,40,0,417,13,1,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,214,94,82,50,68,56,36,76,37,3,51,68,31,51,20,63,0,41,0,15,16,25,0,16,21,10,4,33,5,9,10,0,16,15,1,9,0,5,0,0,0,4,5,0,0,2,2,0,3,0,0,2,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,57,0,0,0,4,29,51
Lovlesh_007,1283,261,864,158,1798.302,1278,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37885,744,309,285,195,218,186,192,154,129,0,126,120,103,105,83,105,0,75,0,66,58,64,0,64,51,33,22,48,23,27,20,0,28,22,8,19,0,13,0,0,0,12,13,0,0,6,13,10,10,0,7,7,4,0,5,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,31,6,115,13,5,0,12,38,82
asbhat10,551,212,309,30,1555.083,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,149345,273,156,112,99,71,72,53,68,41,3,48,56,37,62,31,55,0,38,0,37,12,18,0,17,21,9,6,28,5,15,13,0,15,18,1,6,0,4,0,0,0,3,5,0,0,3,3,3,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,60
zerocool_77,374,152,192,30,1476.029,6,373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,259116,174,90,96,49,34,43,19,73,31,1,56,62,28,42,23,55,0,32,0,17,13,29,0,5,15,12,1,34,1,9,8,0,16,15,1,9,0,0,0,0,0,0,3,0,0,0,1,0,9,0,0,2,4,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,1,38
Ajay_Bhat,690,294,362,34,1597.208,2,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,114596,361,162,133,114,77,99,60,100,61,10,77,83,60,70,34,78,0,46,0,35,23,30,0,16,19,19,3,41,3,14,6,0,20,17,0,10,0,4,0,0,0,5,4,0,0,1,4,3,7,0,2,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,2,7,0,0,0,0,4,53
vdb_nasa,340,133,166,41,0,0,326,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,174,70,61,45,52,47,25,46,36,10,35,49,22,43,26,40,0,16,0,7,10,11,0,13,13,5,4,24,4,5,3,0,17,11,1,9,0,0,0,0,0,0,2,0,0,1,2,1,3,0,1,4,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,9,45
bhattishan1301,274,71,166,37,0,33,213,16,73,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,71,54,39,49,27,15,45,17,0,28,33,24,29,15,32,0,25,0,11,7,16,0,7,21,7,3,23,1,6,3,0,10,14,0,5,0,3,0,0,0,3,2,0,0,1,1,1,1,0,1,1,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
sharadbhat,422,219,199,4,0,0,0,60,369,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,208,111,102,53,31,48,20,72,25,1,49,70,31,47,25,68,0,29,0,20,9,29,0,10,12,6,3,27,1,5,9,0,12,12,0,6,0,0,0,0,0,0,3,0,0,0,0,1,6,0,1,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,0,0,0,0,7,42
abjb7,537,98,358,81,1605.019,9,530,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,109346,281,109,84,84,121,69,56,85,57,1,60,71,37,61,28,65,0,41,0,13,25,11,0,27,29,13,4,32,9,17,10,0,23,15,5,6,0,7,0,0,0,8,7,0,0,6,4,7,3,0,2,4,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,4,8,84,0,0,0,10,59,65
rambhat,218,112,96,10,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,49,53,24,26,31,15,30,16,0,24,27,20,35,13,26,0,16,0,9,2,3,0,4,15,3,1,23,1,2,2,0,10,9,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
eshan1809,1425,438,771,216,2393.981,4,1408,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,2160,806,373,305,208,217,193,160,161,117,11,127,125,118,110,96,108,0,88,0,92,55,68,0,57,62,40,33,57,21,32,26,0,31,28,14,23,0,15,0,0,0,13,11,0,0,9,9,10,10,0,5,6,6,0,5,0,0,0,7,0,2,0,0,0,2,0,0,0,0,0,0,64,14,85,0,0,0,11,12,83
ShreyaBhat,191,65,96,30,0,0,1,180,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,60,45,21,29,21,12,19,13,0,13,20,19,28,11,18,0,17,0,9,1,14,0,7,8,5,2,14,4,5,8,0,11,12,2,2,0,5,0,0,0,5,0,0,0,0,1,1,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
shrivilb,384,141,216,27,1476.822,265,0,126,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257639,188,70,75,43,45,45,14,80,34,0,56,71,41,52,28,68,0,27,0,14,18,26,0,10,15,12,2,36,2,4,6,0,17,13,0,8,0,1,0,0,0,1,4,0,0,2,1,1,5,0,1,1,3,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,40
bharathb777,485,131,294,60,1583.948,3,473,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,124245,247,114,99,58,80,47,32,82,44,10,60,64,41,48,19,61,0,40,0,14,25,28,0,15,25,16,3,30,7,13,10,0,19,11,2,7,0,4,0,0,0,4,7,0,0,2,6,5,7,0,2,1,4,0,5,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,4,12,0,0,0,0,12,44
nbhat510,173,57,93,23,0,1,109,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,45,39,29,27,16,8,25,13,0,19,23,18,27,9,22,0,11,0,7,4,9,0,6,11,3,1,17,1,2,5,0,14,10,0,3,0,1,0,0,0,1,3,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
GaganBhat,101,28,62,11,0,42,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,23,21,10,17,13,4,19,9,0,14,14,10,14,3,14,0,5,0,3,6,9,0,5,8,3,0,9,3,1,3,0,7,4,0,2,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
tangypotato,220,52,139,29,1861.69,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27595,111,47,43,26,73,23,22,31,18,0,33,29,23,19,6,26,0,10,0,7,8,3,0,10,12,4,4,16,3,4,1,0,5,9,0,3,0,2,0,0,0,2,2,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16,1,0,0,1,1,55
contactsagarbhat,249,91,136,22,1451.766,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,311998,130,39,52,23,32,33,15,36,27,1,27,43,17,37,4,39,0,19,0,4,5,21,0,8,13,3,0,32,3,3,7,0,16,11,0,6,0,2,0,0,0,2,2,0,0,0,0,0,5,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,3,21,0,0,0,3,10,44
carrentalbali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
